,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
240,ES,BMW X5,33990.0,123318 ,2016,313 hp,Electric/Gasoline,Automatic,- (,3.3 
241,ES,BMW X5,34500.0,55000 ,2018,258 hp,Diesel,Automatic,- (,5.9 
242,ES,BMW X5,34900.0,115043 ,2016,313 hp,Electric/Gasoline,Automatic,- (,3.3 
243,ES,BMW X5,35400.0,131000 ,2014,258 hp,Diesel,Automatic,- (,6.2 
244,ES,BMW X5,35890.0,95774 ,2015,258 hp,Diesel,Automatic,- (,5.9 
245,ES,BMW X5,35900.0,52047 ,2017,231 hp,Diesel,Automatic,- (,5.3 
246,ES,BMW X5,35900.0,131300 ,2017,313 hp,Electric/Gasoline,Automatic,- (,3.3 
247,ES,BMW X5,37500.0,94669 ,2016,258 hp,Diesel,Automatic,- (,5.9 
248,ES,BMW X5,37690.0,135498 ,2018,258 hp,Diesel,Automatic,- (,7 
249,ES,BMW X5,38390.0,94450 ,2018,231 hp,Diesel,Automatic,- (,5.6 
250,ES,BMW X5,39199.0,101161 ,2016,258 hp,Diesel,Automatic,- (,5.9 
251,ES,BMW X5,39290.0,98670 ,2018,258 hp,Diesel,Automatic,- (,7 
252,ES,BMW X5,39790.0,78215 ,2018,313 hp,Diesel,Automatic,- (,- (
253,ES,BMW X5,39818.0,73839 ,2016,258 hp,Diesel,Automatic,- (,5.9 
254,ES,BMW X5,43475.0,72812 ,2015,313 hp,Diesel,Automatic,- (,6 
255,ES,BMW X5,44800.0,117527 ,2018,258 hp,Diesel,Automatic,- (,5.9 
256,ES,BMW X5,45900.0,67561 ,2018,258 hp,Diesel,Automatic,- (,5.9 
257,ES,BMW X5,49900.0,59401 ,2018,313 hp,Diesel,Automatic,- (,6 
258,ES,BMW X5,50900.0,27837 ,2018,258 hp,Diesel,Automatic,- (,5.9 
259,ES,BMW X5,52194.0,43192 ,2019,258 hp,Diesel,Automatic,- (,5.9 
260,ES,BMW X5,55500.0,170500 ,2019,265 hp,Diesel,Automatic,- (,6.1 
261,ES,BMW X5,63990.0,34000 ,2019,265 hp,Diesel,Automatic,- (,6.1 
262,ES,BMW X5,66900.0,41169 ,2020,265 hp,Diesel,Automatic,- (,6.1 
263,ES,BMW X5,67299.0,21827 ,2019,265 hp,Diesel,Automatic,- (,6.1 
264,ES,BMW X5,67500.0,21827 ,2019,265 hp,Diesel,Automatic,- (,6.1 
265,ES,BMW X5,67500.0,21827 ,2019,265 hp,Diesel,Automatic,- (,6.1 
266,ES,BMW X5,71999.0,35000 ,2019,340 hp,Gasoline,Automatic,- (,8 
267,ES,BMW X5,72900.0,41505 ,2020,394 hp,Electric/Gasoline,Automatic,- (,1.7 
268,ES,BMW X5,73900.0,22900 ,2020,265 hp,Diesel,Automatic,- (,6.2 
269,ES,BMW X5,78900.0,32564 ,2021,286 hp,Diesel,Automatic,- (,6.6 
270,ES,BMW X5,87900.0,4100 ,2021,398 hp,Electric/Gasoline,Automatic,- (,1.6 
271,ES,BMW X5,97900.0,18100 ,2020,400 hp,Diesel,Automatic,- (,6.9 
272,ES,BMW X5,11500.0,190000 ,2009,286 hp,Diesel,Automatic,- (,8.2 
273,ES,BMW X5,11990.0,210055 ,2007,355 hp,Gasoline,Automatic,- (,12 
274,ES,BMW X5,14490.0,256000 ,2010,235 hp,Diesel,Automatic,- (,8.2 
275,ES,BMW X5,15500.0,178000 ,2008,235 hp,Diesel,Automatic,- (,8.2 
276,ES,BMW X5,15990.0,160050 ,2009,286 hp,Diesel,Automatic,- (,8.3 
277,ES,BMW X5,16950.0,125000 ,2008,235 hp,Diesel,Automatic,- (,8.2 
278,ES,BMW X5,22990.0,178000 ,2011,306 hp,Diesel,Automatic,- (,7.5 
279,ES,BMW X5,23950.0,298000 ,2015,258 hp,Diesel,Automatic,- (,5.9 
280,ES,BMW X5,31199.0,111183 ,2015,258 hp,Diesel,Automatic,- (,5.9 
281,ES,BMW X5,31890.0,99800 ,2015,218 hp,Diesel,Automatic,- (,5.6 
282,ES,BMW X5,32500.0,119000 ,2016,258 hp,Diesel,Automatic,- (,5.9 
283,ES,BMW X5,37900.0,149000 ,2016,313 hp,Electric/Gasoline,Automatic,- (,3.3 
